"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13"
SERTAD2,6.856528498,7.261489092,6.88276915,7.553652274,6.972133049,7.923485121,7.543928434,7.533012431,7.759597898,7.497972955,6.945814808,7.642381895,8.544485118
PEX11B,10.19426054,9.040335453,8.644266521,9.129607392,8.42009285,9.571013925,9.049203467,9.815003688,9.013321364,7.801715183,7.857287792,7.76616646,8.274585894
PSMB10,9.081478297,8.172019769,7.890218899,8.290163594,8.482609226,7.686156054,7.628160982,8.118688081,8.088929052,8.410509155,7.487255827,6.589063598,6.060949253
ITPR2,6.632485294,5.81782084,5.168976115,7.532860985,7.532860985,6.092817241,7.258495278,5.503889245,7.532860985,7.676677406,7.186160145,8.32861815,7.971306999
ITPR2,2.427873779,3.079103345,2.351314881,3.181970284,3.181970284,2.726631236,3.181970284,2.351314881,4.001172842,3.181970284,2.351314881,3.181970284,3.565677081
ITPR2,5.627013898,5.492181765,2.992669112,6.688856213,6.721777442,5.492181765,6.480681787,5.492181765,7.177758161,5.864171735,3.7938986,5.557789144,6.162538194
WIPF1,6.336375647,5.855233313,5.166956606,5.736027725,5.871784858,4.811211897,4.702859793,4.069179936,4.15045199,4.15045199,2.724563045,4.15045199,4.967912379
WIPF1,9.029826015,8.465326026,8.598355161,8.345464133,8.968700712,6.885611769,7.381671381,6.89434328,5.905411299,7.279917426,5.666793662,7.320424915,8.34257341
EFNB2,6.721315116,7.789337307,8.386520869,8.685450093,10.0517714,7.270027057,7.206211101,5.159138336,8.295914934,8.629237885,9.419160951,9.389255551,8.899628325
EFNB2,4.385814208,5.748929996,6.192551254,6.344603712,7.263012069,4.384792353,3.870413399,3.506523436,5.748929996,6.166456885,7.794884026,7.146534447,6.863675486
PDXK,9.293528759,8.110816326,6.994564609,7.796354299,8.519274559,9.870593512,8.812402329,9.305155615,8.898847514,8.342644697,8.750478485,7.301764185,8.006990951
ATF3,8.861557182,4.718850228,5.907762609,3.854024709,5.246986683,3.946826385,3.670331721,3.816557867,3.720562731,5.85628707,4.070656747,7.939551958,4.179163171
SDHB,9.234429664,9.571075898,8.26717031,9.69439416,9.463383904,9.923022754,9.339099207,9.729348536,9.655437154,8.351253092,7.586631635,6.838094507,8.321252018
GTF2A2,11.39189869,10.58996977,9.998272617,10.81134477,10.1029629,11.03333371,10.41420491,10.82557219,10.91600087,9.691480897,9.041397119,8.911100075,9.853093083
NPC1,8.623833401,8.705398929,9.937572818,8.66132516,9.866836423,10.52873191,8.852492157,8.554170305,8.625935793,8.460357094,9.171141388,8.66731298,8.654285414
USP4,9.228260537,9.188947556,9.683800055,9.373217365,9.981322902,8.80716602,9.622190606,9.14359661,9.545421289,9.714003366,10.75833312,10.42593424,10.27425954
RNMT,8.803393732,8.450025866,8.322548882,8.220603049,8.967138875,9.737166323,8.070298565,8.711416425,8.218876026,8.339376368,8.201203805,8.216193676,7.949971748
RNMT,6.516326796,4.868980709,4.658863988,4.855748091,4.868980709,6.500859287,5.127631992,4.868980709,4.976018771,4.927228059,4.868980709,4.868980709,3.788325684
AXL,8.516243269,7.073443811,3.795804352,7.793997026,8.461729885,7.431295072,6.74947227,5.472589086,4.915386957,4.882996126,8.016588792,8.262757663,6.121512354
TNFSF10,8.487065104,6.799627836,6.521590493,7.917299332,8.746344981,6.72129791,8.422042993,8.567582,8.084609354,6.183480234,5.478070762,6.960872366,8.84564564
TNFSF10,8.890071491,7.03993645,4.352860126,8.092990179,9.08636356,6.771978221,8.339874883,8.378253774,8.191817379,5.642798702,5.006076942,4.868546143,8.587443059
SNRPD1,11.07534311,11.12503143,10.07428674,11.14654007,11.08539106,10.83880408,10.38238171,10.99968775,10.87204531,9.883309923,10.16585855,8.82666827,9.958493537
SNRPD1,8.619181913,9.64245933,9.414308953,9.156828712,9.169541485,8.619181913,8.408543689,8.947890812,8.62454113,8.619181913,7.790973567,7.158793853,6.61574531
STK17A,9.639306355,9.186532836,8.713142204,8.861005407,8.177733041,10.2069161,8.776449227,8.173247167,7.812116826,7.768245543,8.237557207,7.465395312,8.74949149
STK17A,3.824774577,4.893314669,4.042734004,3.83468805,3.556395701,6.126912822,3.683758019,3.502087402,3.699535035,3.643695654,3.8544484,3.629241122,3.549323606
STK17A,5.687335802,6.513063978,5.913804772,5.757429586,4.573606879,7.458565941,5.10557149,4.146272975,4.673948237,4.921612041,5.500025429,3.245627434,4.251179229
OXSR1,7.522976375,7.644892293,7.0853189,7.151897375,7.07335665,7.704213731,7.633756753,7.034137779,7.46946864,6.98995089,6.956994993,7.558100694,6.626916289
NUDT21,9.615915654,8.118106488,6.708162628,7.749039377,7.654543475,9.063435417,7.666792797,8.714192664,8.492756245,6.416409635,7.173954321,5.607783544,6.665815488
DUSP11,9.063180518,10.19613373,9.635084381,9.916425518,9.395521346,9.783951169,9.292715469,9.34796696,9.384414479,9.231000834,8.668480471,8.510772679,8.94060901
TOB1,12.37550503,12.27745391,12.38739777,12.19269689,12.03074263,11.85683924,12.86850151,12.80571236,11.76122891,12.6040143,10.56010283,11.41419086,12.04973759
UMPS,8.035953457,7.683427486,6.459191146,7.689475595,7.221409516,7.931537551,7.502230447,7.865099157,7.319817194,6.334483986,5.758152702,5.350045847,6.06066961
HIST2H2BE,11.78496943,8.920818556,9.523032231,8.920654157,10.93061939,8.339819124,9.182323897,8.099861475,9.459821427,8.853908216,8.500517163,8.485110179,9.646677961
FMOD,3.468484003,3.774051207,3.537893243,3.693156839,6.311132084,3.619587706,3.640330571,3.468484003,6.568119566,5.352869313,4.626386157,6.080854134,5.488088014
BET1,11.18185527,10.5560441,11.12570825,10.62279195,10.18361276,11.34326312,10.56857978,11.01664723,10.52108562,10.01862547,8.454204493,8.530172935,9.170682863
KIAA0391,7.946971125,8.216498569,7.472991187,8.009810286,6.732629749,8.046791644,6.587591699,7.410322976,7.857285006,6.998169578,6.08946963,6.755165281,6.422973399
PTPN1,8.16983451,8.288134564,7.046994824,7.708488753,8.085697056,7.329779229,7.360968114,6.504740988,7.1411125,7.212519879,9.00932145,7.274249669,7.175980711
IGFBP2,9.084674922,6.204602985,5.22317319,7.500224334,8.779799867,6.787967081,6.353765289,5.515390068,8.692085981,6.502006995,9.986383967,8.599092062,7.528933432
TES,4.186194541,4.552438923,3.252191099,5.103238432,5.608516992,2.821461328,5.270114925,5.008293311,6.221193727,5.320848872,7.234309726,6.331765352,6.075113174
TES,6.504979002,6.51294817,6.277784817,7.270750483,8.058365296,5.668312796,7.282963199,7.383492321,8.372603985,8.47811177,9.032784076,8.80659653,7.972726231
GFPT1,7.274951687,8.110682655,7.40304947,7.790171109,7.363795886,9.006368768,8.181593231,9.366864015,8.049537769,6.944403733,5.76847259,5.244478751,6.794093737
GFPT1,9.771499263,10.2252223,11.04011677,10.48161319,10.31262,10.9651473,10.93513374,11.0911117,10.32936832,10.45400599,9.652838208,10.2252223,10.18291386
FOXO1,7.202866221,8.170243763,7.61579559,8.255725493,9.448776775,8.938209047,8.014311711,7.240442026,8.908031916,9.69630143,9.003478365,7.633870612,7.350029522
FOXO1,8.036135209,8.614366568,7.269016649,8.863761547,10.2575363,9.374271063,8.586183909,8.233051389,9.292699022,9.752064448,8.877900568,8.338155156,8.057171219
LTBP1,7.261436421,10.2296013,9.68893275,9.138842218,7.173244119,5.24451854,7.847078739,7.760012737,8.880659344,7.360155531,6.443065725,8.267767788,8.118988342
LTBP1,7.950815996,10.25768097,11.27761941,9.76383761,8.277431519,6.255200311,8.831714567,8.605365226,9.486820519,9.57543184,8.253002335,9.915834411,9.30323794
PDCD4,8.70286262,8.444417879,7.542466029,8.486472805,8.994493986,8.485116186,9.125118517,9.724433315,9.446899037,7.842433574,7.494439321,7.432527673,8.493283562
PDCD4,9.478851122,9.020538572,7.731539331,9.127122905,9.628522571,9.11045358,9.892474997,10.31905269,10.0486276,8.328432895,8.117161963,7.137546925,8.794387211
P4HA2,11.32102747,10.69850941,11.64003052,10.79825288,9.287992033,12.67974347,10.34478462,10.99194571,10.95306427,9.500073103,8.484103968,9.23459191,10.6226142
LSM4,8.802926891,9.632974985,7.135720176,9.351554355,8.996946214,9.356823795,8.514612875,8.96809668,8.6999259,7.710627073,7.911004746,6.362209931,6.896400484
LSM4,8.429153325,9.160501098,9.225710506,9.178317932,8.668513975,9.26281729,8.429195074,9.207203113,9.086469515,9.172850127,8.638355794,8.287828142,7.048537275
PHKB,9.172014498,7.813133198,6.789011363,7.976132827,7.88568783,8.612584424,8.948332896,9.196043795,8.666090717,7.795102271,7.012507073,7.460490866,7.800779817
PRKACB,12.21987053,13.02699132,12.75384175,12.48209523,11.38225726,12.5997018,12.80031953,13.27554542,12.54358108,12.41966518,11.55319941,11.54583865,12.40655182
PRKACB,8.656920622,9.630531791,8.871733791,8.705783494,6.527049801,8.960547701,9.390735311,9.577921553,8.697862686,8.495512888,7.189462421,7.092875095,8.482300425
PIK3R3,8.212517682,8.629697915,8.995885052,9.47901586,9.65928126,10.00884596,8.987550947,9.657955753,8.64161569,8.259476119,7.470389676,8.140297391,8.68305804
SLC20A2,3.496488147,3.496488147,3.062503617,3.496488147,3.496488147,6.00052139,3.496488147,3.368248386,3.496488147,3.496488147,3.353282698,3.496488147,3.553368762
ITM2A,11.59559757,8.975947383,12.39067606,11.54346445,11.64501433,7.956998865,12.49209941,9.448264881,10.75483378,11.29658084,11.42991619,11.57238924,10.54861122
ITM2A,10.14893642,7.733985244,9.79187443,9.897048158,10.23757918,6.914985843,11.36337985,8.919371603,9.300907401,8.881374985,9.695485533,8.682407063,8.93282108
GBP2,7.265776209,8.271381843,7.564382716,7.327073963,8.089681177,8.179333374,5.570658409,4.937810246,5.011255404,5.690079483,8.458607956,8.879885032,8.704180467
TFIP11,2.685583543,3.695523653,2.573756039,4.130037118,3.303890848,3.936438649,3.059616961,3.345476876,3.303758599,2.573594132,2.573756039,2.240090673,3.303758599
SLC7A8,6.914510129,6.654420097,7.042955532,6.565804815,5.28081704,9.097426536,5.28225941,6.708258931,7.037689846,6.917399275,6.809992333,6.980198148,7.509961675
GPC1,2.498584287,3.392548129,2.493102326,2.736076512,3.596749695,4.961836119,2.493102326,2.736076512,2.954525511,3.557911185,4.435286213,2.736076512,2.560827872
GPC1,3.223470966,4.902347535,2.458695132,4.139119328,4.897813077,6.171110595,3.213427141,2.44330185,5.525561845,6.678823579,7.555986442,5.868772181,4.644801241
RFXANK,7.893790901,6.986957727,5.79592454,7.51610428,7.278678258,7.719637039,6.647799994,7.591160099,7.887753741,7.078497811,6.352006889,6.273799698,6.863405007
SYNE2,9.79817068,7.566730661,9.424274259,8.97745809,9.095739802,11.04741804,9.750695291,10.08940775,10.18142171,9.536578988,8.658740049,9.406831579,10.00820971
FBN1,6.994870093,6.053271312,6.338747396,6.865794742,7.063667785,7.803554399,6.39463773,4.667392028,6.713277388,5.635509445,4.352880921,6.257896774,6.782407302
FBN1,8.128461269,6.903305616,9.128225812,7.813292619,8.877568542,9.09644742,7.885003145,7.271329579,7.989487138,7.580669335,6.964512846,8.752857555,8.327130772
ACP2,6.967083839,7.489910046,7.575661446,7.070139482,7.762754931,9.221730587,7.54406142,7.57992185,7.640358758,6.784646743,6.277181202,6.418895637,6.0744658
FOSB,5.976438322,4.551447439,8.779937258,4.437629162,5.871084634,3.902650845,4.011038401,3.227693419,2.510366477,5.972893008,8.051792291,9.165770059,2.314419396
CCNG2,11.43088865,10.97691125,11.26654715,10.8622824,11.30858491,9.255669965,10.64904976,10.45892709,10.64732301,10.74220177,7.475634166,10.65098254,11.15832773
CCNG2,8.903046143,8.526311128,6.970354459,8.177957904,8.80752814,6.280702389,8.042010407,7.419689973,8.043014521,6.394007041,3.482437872,5.438478399,8.02290749
PIEZO1,2.401433414,2.401433414,2.266167836,2.401433414,5.447067772,2.401433414,2.401433414,2.401433414,2.240090673,2.401433414,2.550310717,2.401433414,2.401433414
HMGCL,8.179093513,8.217520945,8.027132813,8.497076121,7.763500235,8.578100273,8.212026014,9.126090916,8.517995572,8.217520945,7.223973063,7.521154673,7.611507238
SFSWAP,6.908728295,6.648780993,7.245352584,6.615599724,6.30450417,6.204282346,7.227604569,6.366982951,6.144206108,6.204282346,8.245165323,8.368022526,7.78385502
UBE2S,8.813860393,9.627784496,8.577004369,9.261149754,8.441034635,9.106140129,8.195614906,8.849678215,9.092760792,8.302865455,8.357567465,7.002470183,7.105636992
OXCT1,9.243299807,10.28481365,10.01988546,10.20011938,9.376323902,10.49522173,10.2305482,11.33013774,10.44455867,10.13739547,9.460816331,8.891499671,9.371009995
INPP5K,5.785940247,5.884125004,5.543262705,5.56531724,4.594189073,6.339513053,5.2641173,6.280865702,6.201595897,5.986398868,5.240205212,4.376991892,4.452528239
NNT,9.15581429,8.772628821,8.491722069,8.262791977,8.771835988,9.234431261,9.089214265,9.220957951,8.806576334,8.029886645,6.389478344,7.415403602,8.338857441
NNT,7.914736314,7.867054803,6.468782824,7.250425646,7.032888022,8.57322842,7.86784254,8.527766011,7.608150656,6.135391808,5.296494474,5.566090402,6.388007122
MAPKAPK3,6.711526709,6.307686265,6.585723619,6.452839525,6.244015242,6.604285428,5.558823967,6.111683119,7.094927008,5.859608685,6.046257845,4.796281141,4.9527651
MAPKAPK3,7.975685766,7.491029079,8.279726925,7.91200923,7.794649946,7.977714169,7.139329887,7.230783747,8.550169931,8.668228418,8.910357253,7.439706429,6.339896886
CLDN7,3.046305406,3.697642766,2.466142921,5.823703865,3.959843531,3.553136121,3.612970419,3.729622969,8.436894609,6.573946838,6.681239184,4.493652858,5.610332274
PPP6R2,5.072088318,5.45548679,5.560901934,5.598683286,5.573782833,4.127157897,5.662563466,5.612565622,5.555433454,5.991824053,6.774207945,5.837270062,6.018531661
TRIOBP,7.039408489,7.212748379,7.839350531,7.694662139,8.335301431,7.005035525,7.415446719,6.687427742,7.726141517,8.174657631,8.551861649,8.398580789,7.268739099
SYNPO,8.256418978,6.252245264,6.182579419,6.943594834,7.998831161,8.118326707,6.820119331,5.914467478,5.990113877,4.938018471,5.991499739,5.806214574,5.446514252
CLPP,9.038623493,8.912342245,8.199869787,8.839815107,9.018014218,10.15373781,8.441238408,8.524571629,9.11608431,8.389779691,8.366247544,6.590648272,8.045636642
SLC1A3,6.945945837,4.092883523,2.82090041,5.712071642,4.057803027,5.423566466,3.92101667,3.792117475,5.419371068,5.918066993,4.092883523,6.318636678,7.021341121
DHPS,8.954343748,8.763616905,8.511853615,8.657421667,7.872659191,9.995740823,8.557342117,9.20020346,8.702270543,8.304453165,7.651055403,6.95684753,7.67250721
ITGB2,9.550102335,6.512550899,5.270359337,6.999643577,7.372803555,6.706610576,5.773836992,5.760181051,4.436793591,4.701467842,4.618334977,4.306995742,6.019823218
ABCC1,7.881562323,6.899190397,8.571221691,7.517533718,8.211152489,6.755335014,6.863254206,6.111953032,7.311757139,7.881605153,9.010576425,8.671015604,7.919805117
DBN1,7.622022937,7.333161734,7.001875031,7.412635486,7.527617241,5.876048649,7.367827474,7.809628763,8.088674434,7.622022937,8.078414217,7.093664113,7.076720223
TOM1,5.171106971,3.432843093,4.128438439,4.366135221,3.486735438,4.50300262,4.354587989,4.50300262,4.813869335,5.587210827,5.484806801,4.50300262,4.476758168
WBP1L,9.666140469,9.105243029,9.014758669,9.499049339,10.1969495,8.66497543,9.152046548,9.200792073,8.961288139,8.678879756,8.785093547,8.685232897,9.105972257
INTS3,8.628010491,7.991945381,8.316412231,7.899324531,7.753028639,7.324457388,8.075971905,8.003518938,8.487361787,9.024632558,9.167601978,9.678810387,9.487007538
STAMBP,7.997714243,8.455264572,7.874863817,8.376808065,8.233629084,8.370768041,8.116302527,8.407957834,8.509020066,7.425190677,6.148563179,7.094112007,8.329686818
GAA,8.178071065,8.100767951,8.851095127,7.517979054,7.947277655,9.179428748,7.79984751,6.981826506,7.393311689,7.501122858,7.319997759,6.70058707,6.938014289
TARBP1,8.36488021,7.559769228,8.858030611,7.783309771,7.321449861,7.514472672,8.017238954,8.236646051,7.691491847,7.706291409,7.738326649,8.704137204,7.796314324
HEXIM1,7.723982209,8.929904076,9.245780071,8.944951651,7.264124456,7.974116644,8.271063478,8.588963969,8.173132131,8.249926915,8.166161999,7.766173729,6.608510466
SS18,7.431582258,8.090152123,7.13048646,8.05429355,8.267033271,8.287364396,7.677152425,7.90147291,7.668543003,6.510439975,5.291513411,6.331877867,6.699293128
SS18,9.46439232,10.03222711,9.011737251,9.903266707,10.28033888,9.922361994,9.844805401,9.700891998,9.32716515,8.06930445,7.600306959,8.764829897,8.718234366
TCEB3,7.816660569,8.322003361,9.425367975,8.444854287,6.823567407,8.506275495,7.984193308,8.526076123,8.447042467,8.863604128,9.206780599,8.604989778,8.882287992
AHR,7.848199901,7.145042282,8.242295454,7.989250636,8.868880763,7.932445857,7.680423822,8.0945899,6.769432768,8.058890791,7.129955898,8.094774679,7.4157875
LPP,5.035358333,2.90858513,2.939901125,2.629915767,3.563652976,2.575597794,2.240090673,2.521225911,3.648461821,3.457451079,5.19403311,5.117084875,4.453666551
LPP,7.766544285,5.833175984,5.111024169,6.329030734,7.638155405,5.906075966,5.251506749,4.225873094,7.173978452,7.065871737,7.833793544,8.178199499,7.684103019
SLC25A4,11.71696233,11.44345428,9.814598306,11.263363,10.55827498,11.75681387,11.59230193,11.72773868,11.59416434,10.63819361,10.31617217,9.367068925,10.09918098
SPINT1,2.328936495,2.720006295,2.451161557,4.843662849,2.720657673,7.472623761,6.270133639,6.063521723,7.12613906,6.649511493,6.708952592,6.32766219,6.574009711
VAMP7,10.65640091,10.52919777,10.96161305,10.71888542,10.47382185,9.692114955,9.460535337,9.692114955,9.528757738,8.890890748,8.582783388,7.726975671,8.008184771
SLC37A4,4.28815779,3.795144168,4.269353541,4.585337749,4.269353541,5.157226483,5.404405978,4.966765053,5.394495953,5.733147803,4.81795354,4.784937326,4.868357621
SERPINA1,5.182156891,4.187487186,2.276686011,2.32681852,2.481932995,2.726339672,2.276686011,2.32681852,2.32681852,2.276686011,2.32681852,2.276686011,2.240090673
AGT,9.400287896,7.948650068,8.619427731,8.239711636,8.436086871,10.9124853,7.41646533,6.017033324,5.945502836,6.066554968,7.602728174,6.058833982,9.821912258
TXNL4A,4.442173983,5.501519943,5.190561234,5.183008982,6.22509789,5.980499777,5.323227826,4.932772179,4.692390556,4.458451969,3.539006432,3.758194755,3.433000527
TXNL4A,11.93800685,11.83050932,11.27520992,11.82773682,12.4886282,12.07861337,11.69740016,11.95905546,11.83185066,10.97112488,10.66239671,10.2003583,11.0652151
FUCA1,11.71853646,10.685231,11.67979585,10.94918985,9.901880134,12.60241809,10.78450412,10.73659732,10.89983077,10.01505425,8.964023451,8.417674733,9.083325804
NDUFB7,10.97412535,11.07125674,9.85616543,10.98766866,10.87829942,11.84078318,10.51955056,11.1044048,10.97412535,10.47365478,9.909111512,9.407826997,9.306263682
DNAJB9,12.12800761,11.03525886,11.74376333,11.40327283,12.09549346,13.12865952,11.87231088,12.06104442,12.16981911,11.87056899,11.04160607,10.69329251,11.17840363
