"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13"
C18orf54,2.258978179,2.287108739,2.26065221,2.336204523,6.67311436,2.88068188,2.268286113,2.62342029,2.26065221,2.258978179,2.240090673,2.26065221,2.240090673
TRAM1L1,9.038748747,8.9992709,8.602942267,9.275794945,7.544153301,7.773206058,9.166371466,8.975359021,8.872107883,7.952541972,6.660371679,5.701240582,7.281942167
CADM1,2.240090673,2.240090673,2.297644793,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.292622282,6.236382278,6.615516769,3.930959897
MYO10,3.620708431,5.254344938,3.408219311,5.141946103,4.476812753,2.972803918,4.270613592,4.821603748,3.746171667,3.790117624,3.408219311,4.172927725,3.746171667
CD84,4.99269175,2.610417297,2.610417297,2.712857321,3.13170777,2.894303178,2.610417297,2.610417297,2.610417297,2.610417297,2.610417297,2.305169565,2.35863739
SLC2A12,4.893145353,2.569001116,2.581879114,2.581879114,2.582539896,2.35957098,2.663416578,3.882253449,2.841431331,3.22397654,2.561976672,2.637565345,4.579113677
STRN,4.656460194,5.856593716,5.874985049,5.929516067,5.349579033,4.066080285,5.279692806,4.675551046,5.220906945,4.687504051,5.187157748,4.017327372,5.787485874
FBXL17,3.949009066,4.086016478,3.858013833,3.987962018,3.834054346,4.744992764,3.925542977,4.719756854,3.944303076,4.50558462,3.925542977,3.925542977,4.093674866
KIAA2022,11.54281524,10.04059421,10.81292536,10.79550274,11.25272549,9.830401595,11.34085094,10.5244053,10.15061667,11.13481908,9.648353252,10.6099006,10.05155473
SLC1A4,2.484645176,2.809100045,3.134495072,2.574512188,3.449436154,2.433917538,2.74153705,2.674908028,2.77964265,3.126251519,4.748491331,4.704419981,3.920602183
KDM4C,2.258196753,2.258196753,2.302032968,2.919294716,2.305353443,2.258196753,2.333312718,2.258196753,3.520627867,2.261501495,2.258196753,2.302032968,2.388934465
FLJ41455,2.638608277,3.203626448,5.254361417,3.40356436,4.839439708,3.40356436,3.647128791,4.153262061,3.139321028,5.580807463,3.824723836,6.144868872,6.579853987
LCA5,7.366451814,7.808982315,8.112942135,7.717663912,6.049647835,6.839800494,7.231651916,6.694696913,7.773903188,7.655546324,7.004693489,8.341954177,8.30953132
CRB1,4.455894162,3.368350273,3.526683083,3.874184168,3.081686277,2.33750795,2.807937586,3.326174821,5.720926425,3.532369824,3.532369824,3.317712679,5.335168769
STXBP4,6.308006017,6.542355767,6.918800578,6.96545997,5.247298157,7.215518126,6.919230691,6.849802715,6.8607743,5.894515021,4.488296836,5.332007512,6.393188322
CYP39A1,7.043426878,6.932641404,8.161833209,7.46819277,4.846357096,7.474763695,6.588888437,7.37862266,6.101825784,7.043426878,4.251330943,6.048218433,7.0281061
LOC439938,3.921515766,4.376746963,5.132181371,5.18093501,2.47553079,5.825810178,4.144928417,3.742432851,2.526899917,3.167810294,2.950992801,2.886744815,2.531066187
GPR82,3.956232972,2.684819717,2.252525037,5.589563723,3.989369717,4.349531958,2.588829968,2.243916063,2.240090673,2.252525037,2.240090673,2.240090673,2.243916063
FAM196A,3.021630593,6.505731265,6.823968542,5.716908134,6.51391418,2.677471082,3.64415172,5.953344031,4.035776548,2.723660286,2.723660286,3.00085278,2.240090673
SPRED1,2.808273174,4.156715901,2.4631255,3.621320741,2.281338985,4.033193573,2.268126677,2.268126677,2.281338985,2.268126677,2.281338985,2.268126677,2.281338985
CHD2,2.406003086,2.406003086,3.150482488,2.406003086,2.406003086,2.240090673,2.406003086,2.406003086,2.406003086,2.415619558,2.799414924,5.605053587,3.623580358
KCNT2,10.15375537,9.954074983,10.29737966,8.871844896,9.439206309,11.27809471,9.224319849,8.611509304,8.681916819,9.706882201,8.701937623,8.506526081,10.05877606
SPECC1,3.345790974,3.029664934,3.191524071,3.085470726,3.031313224,3.341868466,3.49801328,3.234007448,3.831379559,3.19680081,3.341868466,3.341868466,2.45765732
ADAM23,2.240090673,5.316998824,4.424127332,4.847675144,2.879277399,7.34397618,4.905757456,4.847675144,4.669475921,5.104625458,3.862894385,3.823361264,4.847675144
SHISA8,2.241184102,2.240090673,2.241184102,2.241184102,2.241184102,2.301555613,2.241184102,2.241184102,3.738511046,2.277797356,2.535985843,2.243285603,2.240090673
RLIM,3.093810453,2.942945085,4.270117712,2.730879864,5.420648188,2.942945085,3.208086473,2.973726349,2.240090673,2.347292068,3.619990662,4.908778742,4.022477127
SLC25A24,5.356783875,6.554078306,6.050620949,6.253279922,4.846431462,5.486488117,5.345629017,5.046489636,6.003377583,4.304774241,4.846431462,3.487477056,3.299755864
LOC100996511,2.240090673,2.240090673,2.240090673,2.240090673,2.252563269,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.241557856,3.730968085,4.477963544
GPR22,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.24680516,2.240090673,2.240090673,2.240090673,2.240090673
TMEM241,7.155780335,8.242574785,8.577496229,8.483628888,7.604176396,8.046798335,8.268278769,8.423850719,7.529850647,8.888954354,8.461858769,7.918816671,8.132831123
TMTC1,6.330802809,6.153876138,6.081758793,5.888724578,5.972386027,6.202401218,6.195724926,5.045366428,6.431735421,5.696953987,5.254292178,5.125632578,6.065516646
SEPT7,2.576742032,2.576742032,3.381120685,2.246661468,3.354451386,2.587965802,2.972480389,2.576742032,2.576742032,3.529079738,5.441302919,6.024575972,6.012954494
GPR155,5.932163939,4.837160693,4.724262488,5.961146113,7.594405486,5.1924493,6.386464827,6.986766506,6.494936476,5.656782171,4.500130654,4.673890213,5.434390695
ASXL1,5.925476702,4.500888643,4.438458575,4.946052789,4.964504432,5.446153554,4.985439431,4.219149027,5.222729643,4.240925312,6.510322783,5.084162811,5.490640407
TSHZ2,2.708353659,6.529223585,2.779969825,3.0638089,2.779969825,2.977321134,3.535261112,4.160067727,3.141537542,4.010273551,2.793237358,4.392293358,3.113816191
MMD,4.460615234,3.840865174,4.427040824,3.9176258,3.144708273,3.665527879,3.456771781,4.023890017,4.788332294,5.021401728,4.796122697,6.19375777,5.138220267
PTPN14,5.099858188,3.651852033,3.987191301,4.701759184,5.551659748,4.50856189,6.459250252,5.60654666,5.465870433,5.954900546,7.224143471,4.468388762,5.949568808
BCDIN3D-AS1,3.613892217,4.631889901,3.393850084,4.277713991,3.393850084,3.174311828,3.393850084,3.672537669,3.393850084,3.174311828,3.174311828,3.001431625,3.174311828
CYCS,8.038003781,7.981650762,7.797749976,8.281223651,7.135819126,8.453057698,8.867280647,8.692735191,7.808905946,7.096373183,8.335599754,7.37905466,6.592994423
SGK494,4.488268871,4.062250481,4.188140374,3.608151152,4.331662195,4.188140374,4.753313525,4.71294462,4.044457601,4.188140374,4.415426681,5.328101655,6.707552798
TTC12,5.234535245,4.275934226,3.959592036,4.423506469,2.821155725,5.107115898,5.66702184,6.22450865,6.136419368,5.921630128,3.574344656,5.836120933,5.756877662
KY,8.392288674,8.240872417,8.237271127,8.898812986,5.750181658,7.07674672,7.847629527,8.194954416,8.350032998,4.923972826,3.973174399,5.99242445,6.232073439
PTPRG,4.210255436,5.628579918,5.245238864,5.746681514,4.283188322,3.732649163,4.583018866,4.832333544,4.388277982,3.523782546,3.457758105,3.523782546,3.523782546
ZBTB20,2.49253861,2.276811832,2.276811832,2.240090673,2.276811832,2.570298388,2.504756992,2.276811832,2.276811832,2.276811832,2.360055367,6.017149688,5.649795688
SPATS2L,2.610025901,2.729552592,3.02504384,3.02504384,4.644731403,2.500692241,3.02504384,2.500692241,3.005538229,4.820389971,3.590204675,5.880186319,4.747621457
MED13,2.261797964,2.261797964,2.337127586,2.261797964,2.261797964,2.261797964,2.261797964,2.261797964,2.261797964,2.681348577,2.536673007,4.202006675,4.845325697
TFG,2.240090673,2.240090673,2.240090673,2.240090673,2.248372291,2.240090673,3.01338038,2.240090673,2.240090673,2.439593692,3.527300563,4.411775382,3.79437004
BRWD1,2.315438707,2.315438707,2.656380441,2.240090673,2.315438707,2.315438707,2.507319278,2.315438707,2.315438707,3.21841018,3.7620715,4.83122306,4.428721371
KCNQ5,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,6.996325723,2.240090673,2.240090673,2.242591913,2.240090673,2.240090673,2.240090673,2.240090673
LOC389834,7.184084983,6.672875874,8.967813633,6.295571318,7.33787769,4.68886043,7.759304677,6.935655644,5.633742299,5.824714375,7.647686105,8.310529613,9.248614164
SH3BGRL2,2.703558987,2.247787431,2.264545649,2.240090673,2.257529975,2.247106348,3.613947019,2.708394214,2.257529975,2.781776837,2.257529975,4.277155149,5.84496607
SUCLG1,2.389597369,2.389597369,2.436950479,2.389597369,2.389597369,2.389597369,2.389597369,2.389597369,2.371967972,2.969121283,4.248510136,3.412547352,3.998089024
ZNF850,4.855545157,6.78705167,5.430294267,6.515884097,4.895521242,5.797664314,5.125284821,5.158886038,3.93613116,3.918588605,4.956782274,4.039155523,3.882024892
MALSU1,5.950790661,6.599490877,5.992471458,6.414971491,5.783854473,6.755031054,6.06542201,6.426635302,6.515067142,6.195836603,5.114056896,5.114056896,7.18300884
FAM105A,5.596799609,6.658813238,7.707284343,7.097839446,6.448944542,4.314563798,6.014115714,5.889822624,4.703548261,5.279341607,5.106895942,3.87862763,5.164812601
SETD7,3.73133822,3.404294544,4.351124826,3.730106038,3.677077657,5.16860286,3.180464849,3.837209955,3.180464849,3.081979918,3.548719192,3.080059174,3.080593143
LOC100131015,4.024229042,3.638113018,3.226886056,3.427989884,5.152179857,2.765559762,4.253303924,3.24935152,2.69069829,3.832177945,4.508108221,5.91570281,5.172759603
SOAT1,8.001908676,7.84833024,8.582565529,7.45219187,7.530822823,7.700513591,7.972545996,7.728921707,7.311526655,6.953432034,7.530822823,7.530822823,7.134420515
MBD5,5.185865693,6.439663117,5.185865693,5.788347232,4.823656039,5.185865693,5.623359498,5.68282164,5.718768028,5.470348277,5.338165285,4.477820541,5.185865693
RGS8,3.109303519,5.950567859,3.109303519,3.367315955,2.675698495,3.109303519,3.198510413,3.226487359,3.401082443,3.109303519,3.109303519,3.730465447,3.109303519
MTUS2,6.271432917,5.961190094,5.998607553,6.02441765,5.018199959,7.459744348,5.652337273,5.765850784,5.855027047,5.765850784,6.150304806,5.765850784,5.765850784
GLRB,8.107214817,6.102339699,6.192489159,6.244679865,4.556281365,6.428720584,6.859571544,7.199903935,6.331327432,5.836455474,4.759740645,4.87096578,6.23045821
CAMSAP1,2.240090673,2.240090673,3.060773449,2.240090673,2.511473578,2.240090673,2.589171512,2.240090673,2.240090673,2.24126662,5.403097304,5.63120535,5.230652494
DBT,5.325645881,7.218152116,6.457543755,7.357604338,5.55433636,6.245404917,5.698566278,5.752889434,6.245404917,5.59167599,3.837344868,5.236452502,6.660739218
PPARA,3.688578711,6.270662423,4.850962156,5.145520027,4.71263299,4.29787067,3.825409716,2.734199391,3.591432152,2.240090673,3.688578711,3.211715214,4.06361688
SETD5,2.240090673,2.240090673,2.260141385,2.240090673,2.240097749,2.240090673,2.240090673,2.240090673,2.240090673,2.508222614,2.600831736,4.904149177,4.41875775
AHI1,6.923085081,5.709404324,8.058652059,5.202303365,7.70274644,3.826239702,7.451409458,5.937831352,3.670273213,6.538590081,8.923392914,9.69162333,6.683888591
SEC61B,2.455364901,2.267910901,2.303214793,2.254634246,5.20068817,2.267910901,4.050028656,2.310325439,2.240090673,2.267910901,5.836173376,6.055325901,4.30182716
LOC100132987,3.773329504,4.011306381,4.85300776,4.75404528,3.082763742,3.773329504,3.773329504,4.046078632,4.032786538,4.415240273,3.72273071,3.76267922,3.21396191
SCN8A,5.807928122,5.100877995,6.911668706,6.126373254,6.184561071,4.62801661,6.292884839,6.291395289,5.513908678,5.188198742,5.226214753,6.409510138,6.094810455
ACSM2A,2.452379961,2.444013514,2.452379961,2.853354457,5.55860849,2.535143368,2.452379961,2.452379961,2.452379961,5.551705355,2.452379961,2.444013514,2.444013514
MTHFSD,2.312154525,2.257534838,5.615790933,2.257534838,2.257534838,6.2477679,2.257534838,2.257534838,4.908400957,2.257534838,2.257534838,2.257534838,2.240090673
ZNF138,7.128138042,6.58803009,6.928762112,6.204267803,7.557242965,6.635942406,6.873131108,5.533745443,7.33965851,6.684633501,4.985300983,6.245292573,5.741556796
RERG,3.347564862,2.240090673,2.240090673,2.240090673,2.34331722,2.286607373,2.398855799,2.286607373,2.286607373,2.279033704,2.254786824,2.240090673,2.240090673
NPNT,3.645776077,2.423857141,2.60525267,3.204389005,2.616264981,4.062390805,3.525928159,2.60525267,3.525928159,3.525928159,3.215638882,3.525928159,3.525928159
SCAND3,5.978987041,5.996570485,4.991328191,6.265714858,4.845440688,6.301539374,4.340760632,5.516351093,4.595098774,2.917349665,2.521238755,2.525287263,3.468263333
C5orf63,5.062865751,4.425412285,5.994016465,4.425412285,4.58033655,4.076311482,5.681805954,5.823878176,4.553921385,5.569693981,4.8146959,4.878996904,5.97298394
MTRF1,4.678074968,3.92395347,4.001559956,4.577722211,3.436364849,4.92387107,3.20901836,3.436364849,3.184864013,3.943901703,2.787380376,3.237897182,3.365524706
HIVEP3,6.174256129,8.383440248,9.000351435,8.125058627,5.900119356,7.047005378,7.566783769,7.586408517,8.040228345,7.484921042,7.400424773,7.71473784,7.512480591
FRA10AC1,4.377266646,5.55846893,5.790191162,6.142592088,5.158758942,3.882225063,4.377266646,4.541036278,4.588377035,4.134595045,3.385809284,3.44958423,4.377266646
PHACTR2,8.97126107,6.699975479,6.156851781,7.480817045,5.195029283,7.938111323,7.547423498,7.458574684,7.467009844,5.823533223,4.018448257,5.901499329,6.761748147
DCP2,7.448538627,6.046954384,6.719964831,6.194888086,6.251171679,5.310420654,6.621838125,7.744376401,5.976694405,5.799052765,7.089977281,7.161730174,6.085031648
ZDHHC2,6.975662287,7.900071587,7.98454273,8.8821289,6.89599098,6.715869536,7.024836274,6.995129199,6.791364962,6.472518142,6.086847629,5.080045694,6.049382447
SGPP2,6.523073701,3.356919955,3.318779028,6.094429185,4.698458939,7.39634312,8.100121336,7.752895279,8.446788588,6.894987418,8.039148495,8.075651611,7.967357925
DHX57,2.295528692,2.286041936,2.407805282,2.341577953,2.874494822,2.34774348,2.760284272,2.288422508,2.34774348,3.01780803,3.154781846,5.52782105,4.294074561
SNHG10,5.60538549,3.828267193,3.496900241,3.807875267,4.416724086,4.09006444,5.593940944,5.354504855,3.876040363,4.480838612,4.368159257,5.02471879,6.631891761
PSMB7,2.512762821,2.313626477,4.588830313,2.313626477,3.767825993,2.263797678,2.427045225,2.396465838,2.313626477,2.541356521,5.690469088,6.603356884,5.701166213
SQSTM1,7.445118076,5.686288413,8.009063672,6.081678356,6.574978849,4.990872215,6.440141047,6.474721783,6.096126331,7.227503389,7.237217299,9.639791466,9.768032494
GRAMD1A,2.489622673,2.57489101,2.480044511,2.498124598,2.57489101,2.57489101,2.63738766,2.58819574,2.57489101,2.57489101,4.404933441,3.042930084,4.88962412
PSPH,5.149389326,4.791046883,4.052372318,5.422003678,4.791046883,4.791046883,5.141968102,5.205494562,5.362892033,4.791046883,4.166303277,4.494403952,5.141968102
GART,2.446476434,2.44649782,3.248319159,2.44649782,2.449389027,2.446476434,2.468066787,2.44649782,2.421063495,3.307430153,4.01126605,5.32324483,3.384788869
SHROOM4,2.240090673,2.240090673,2.240090673,2.267577272,4.643700742,2.240090673,2.240090673,2.240090673,2.240090673,2.387298368,3.038408021,2.240090673,2.240090673
NAF1,7.823230623,7.70454712,7.884732857,7.984254607,7.301959171,7.509969555,7.70454712,7.083445453,7.880105085,9.00559,8.295117176,9.465366573,7.837055083
C1orf134,6.08161616,6.167106708,6.753553515,6.438102693,6.597551647,5.709993612,6.731718447,7.116228865,6.444806076,5.444682595,5.276690884,5.183316406,6.736121459
C16orf52,4.604019836,4.892549842,5.077547134,4.686527844,4.62304902,5.063044536,5.348134644,4.891629424,4.534915734,4.534915734,4.534915734,4.049140557,3.975907842
DOCK4,2.244081176,2.244081176,3.644668143,2.244081176,2.24797814,2.244081176,2.244081176,2.244081176,2.244081176,2.244081176,3.339620219,7.049601048,3.958980851
SEC24A,2.853430837,2.72675173,3.236280394,2.784978123,3.185602917,5.424804189,3.085614733,3.849493982,2.853430837,4.06571001,4.351216124,6.049645052,3.862528873
MRS2,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.274562671,4.335612322,3.997423486,3.635024202
HAX1,5.938786885,4.561857465,5.467307738,5.015112876,5.688586086,4.785694185,5.415795842,5.234717926,4.644413654,5.496416215,6.867121016,6.251678952,5.794093428
USP32,2.478919227,2.2725441,3.986726719,2.853834011,3.746644299,2.283814625,3.341909106,2.240090673,2.478919227,2.604935093,7.502069063,7.091832651,5.825984194
RBBP4,5.353589071,7.320356899,7.711439811,7.339112551,6.909087118,6.59887036,6.866595346,6.227623184,6.780918282,6.800389927,7.032529805,7.19079884,7.255190035
EBF2,2.760971905,2.278656035,3.180750187,3.643270331,4.264904913,4.082258281,3.543966263,2.335447968,2.335447968,2.278656035,2.242160228,2.481268589,2.279817304
CD24,8.062105413,7.03118171,5.765169557,5.90582083,10.39436651,3.954942425,7.066603623,8.039084042,7.894032854,7.62369151,8.864685437,9.98945798,8.825030977
RHOD,2.870614064,2.768989153,2.799534674,2.930981928,2.930981928,2.930981928,3.22933261,2.930981928,4.944827348,3.454494495,6.475903044,3.0582971,2.930981928
GAS2L1,6.632432299,7.593710166,7.279526768,8.255682559,7.60430201,6.774158773,8.323096586,7.530196942,9.158508494,8.630931166,9.360317366,8.182668124,7.852184185
PEX6,4.770203836,4.607291585,4.978433578,4.934738049,3.291770486,4.723467089,3.203856676,4.128243687,4.651260428,4.752135613,5.607382132,4.52695527,6.084064921
ENOX2,8.730316447,7.468997835,7.68022568,7.952266985,7.595779693,6.835097062,7.500182902,7.311279871,7.110220993,6.61164921,5.443752446,5.933139374,5.865175851
BLZF1,9.051610743,7.531357143,7.905621088,7.560631669,6.328280131,7.176358847,7.058460089,7.383240875,6.544253466,6.698917608,5.606689515,6.067880703,6.718768495
CHST3,2.385639665,2.695679371,3.193564098,4.175584844,4.009350287,2.721689117,3.094366789,2.843906778,4.127246879,2.918191668,3.689565464,2.967899604,3.010286762
SAFB2,7.638622113,7.764874123,8.499281723,8.008453489,7.624258682,8.554703197,8.126961983,8.39157915,8.222263405,9.05131726,9.453469023,9.608389968,9.536142812
CCL18,7.317305754,2.258522231,2.253593073,2.256057652,3.187481343,3.381724229,5.471841397,4.096090867,2.250809728,2.253593073,2.256057652,2.253593073,2.250809728
JAG2,4.39965181,4.721804893,6.527953947,5.464288343,6.747498623,5.781779343,5.437377612,6.106359111,7.062314655,6.499024552,8.028136458,6.726980284,7.40503602
FAM89B,5.344474778,5.086221748,5.328749516,5.238086748,5.36695774,5.578195754,5.321380674,5.325960364,5.981851698,5.376612628,5.415566794,5.261409919,5.46611702
SYMPK,4.646546853,5.228805374,6.390097703,5.305768455,4.917599104,5.586851509,5.003865055,5.061148256,6.269718342,6.397722011,6.397745457,6.341431576,5.735077431
GDPD5,6.166024064,4.948014222,6.473995839,5.816975714,5.012344049,8.942955882,7.005773173,6.001995008,6.394295951,6.188654692,6.448371597,7.701701721,5.738600837
PPP3CC,6.354594075,6.407896709,7.152235124,6.618252728,7.90868964,8.263301204,7.052451136,6.529491207,6.758585647,6.990485087,7.654570568,7.398840896,7.551583914
NPR1,3.327288455,3.415009069,3.16514476,3.922439976,3.7910171,3.370831958,3.166535846,3.313743994,4.912143632,3.796453728,4.239052974,3.16514476,4.214828129
MYO1C,4.350915894,4.963813426,4.529130768,4.890374684,5.230364949,4.423311643,4.74478325,4.440330751,5.883030857,4.948685949,7.096284826,5.681143662,5.439483728
MYO7A,5.373707599,5.107847641,6.462891093,5.704900439,3.295292208,2.831181983,6.031038464,6.318933252,5.945160656,4.876255291,7.634129373,6.803316946,6.060426594
ISG20,7.103986173,7.854048057,6.709688933,7.763063579,6.770776964,7.968204856,6.916727605,8.20996598,8.07789637,7.146412664,8.40317699,6.835436398,6.627598264
SFN,3.544163477,3.601193503,3.595988339,4.248322269,3.864159566,4.165306886,3.639580295,4.214650661,3.5824363,3.193134692,9.268937864,3.426445971,3.155399327
SFN,2.318377929,2.562531028,2.31677276,2.319254564,2.318377929,2.777470965,2.338865227,2.573770906,2.299917442,2.333249786,10.21088249,2.773501386,2.311449262
ETFDH,7.56805581,6.707865191,6.339979872,6.713911976,6.491939962,7.711056322,7.062822806,6.942311362,7.2368166,5.396436775,4.340661932,5.397034872,6.885773031
TBXA2R,2.597627862,2.597627862,2.597627862,3.786446956,4.613527099,2.470796686,2.597627862,2.597627862,2.632191803,2.597627862,2.597627862,2.301492034,2.342314324
STOML1,8.823713726,6.38237558,8.046169711,6.750741059,7.380686521,8.795053096,7.917877921,7.887149553,8.081045589,7.804917573,7.774646804,7.405446185,6.598029327
NEFH,10.47738853,10.05813518,10.5628041,10.65534015,9.801606467,3.565451994,10.34192054,11.34341287,9.5547467,9.778438574,8.836580418,9.282515709,8.279528611
KRIT1,10.7986463,9.757492843,9.699131418,10.15354379,9.781270433,10.87026372,10.56741229,10.64954988,10.13742138,9.194787332,8.102565925,8.81636163,10.32533869
CD52,8.894926111,6.207469792,5.349399632,4.875233593,7.480166703,4.06316542,4.041910285,3.834252091,4.879735242,4.76295049,3.908446964,4.195431299,3.789411452
PACS2,5.194092113,5.607640234,5.95642131,5.592389331,5.720790042,5.827976554,4.775535381,4.526778997,5.938351723,5.852459517,7.022647598,6.618568256,6.667756805
RTN2,4.74846895,4.901423512,3.853736924,5.299296159,5.244738362,5.255805484,5.214563175,4.415650105,6.409498465,4.991876384,6.186623452,4.980703961,6.086138426
LRP6,6.196508329,6.197645383,5.890456076,5.938944516,6.277488822,6.504526567,6.399408743,4.636054585,6.633251075,5.949533564,5.647380673,6.311209082,6.833787601
CACNB3,4.690570172,4.426580904,3.036230568,4.317203723,4.009356205,4.179002587,5.003202501,4.037400583,5.951621315,5.166030742,5.276934867,5.959488137,5.340953929
MCF2L,6.349012681,7.494977123,7.739116756,7.483886236,7.486130675,7.460561078,8.294771784,6.971185311,8.551702349,8.600950377,10.07394851,9.530269563,8.831909757
TJP3,3.066783603,3.025847659,3.051167056,3.008720569,3.279497763,3.236344371,3.395929407,3.255884267,4.846892122,4.694637004,4.74761259,4.539319772,3.659285758
LDB1,6.510820027,5.918410071,6.675537616,5.824020475,5.789095213,5.21659296,5.034353447,4.599393636,5.588408772,5.626224829,6.666454226,5.819317796,5.822452916
GOLGA2,12.23278287,11.79710576,12.55714338,11.82664083,11.73540627,12.70884215,12.3155222,12.74403022,11.87800022,11.95537164,12.24820087,12.05446243,12.07740425
MAPK7,4.749530814,5.89079301,6.611679837,5.193550428,4.189757598,4.517427588,4.04291462,4.250250728,4.35645687,4.755627106,5.22892861,4.250250728,4.250250728
SGSH,7.845296707,7.606170272,8.496194473,7.33389829,7.90844599,8.26790627,7.488571999,6.853625829,7.356422644,8.092543716,8.368479701,7.550504797,7.472053704
SEMA3F,4.970169469,6.022838207,5.102209038,7.251044119,8.658720644,5.608870569,6.263091448,5.215093661,6.524591388,6.286090068,8.596618069,6.273254329,6.084343949
GTF3C1,9.09391779,9.405353515,10.26789714,9.356679433,9.097809847,8.714173382,9.377904641,8.624693914,9.297455533,9.715629606,10.20820941,9.686282469,9.173717732
ITSN1,5.593190088,6.717464956,6.330223023,6.967610276,5.363200289,6.025642227,5.247088093,5.834456746,6.126793719,5.869382532,5.393261811,6.382460581,5.131265812
GM2A,7.697857599,7.453925724,7.948716762,6.767929749,6.834017143,7.405841447,6.528632942,6.328739191,6.547920369,6.512821394,6.089242989,5.338549257,4.9866697
THRA,7.356036965,7.306137508,7.629715344,7.555147282,5.735321386,6.752323593,6.955075455,7.196022846,7.999136578,7.390855731,6.792883238,7.407215546,7.292649354
LRMP,4.685406942,3.108986781,2.653804732,3.62735603,4.16407141,2.812199406,2.672717793,2.723835495,3.711311069,2.705879961,2.651694542,2.594406939,3.072680776
CUL7,6.18321896,6.590664017,7.446794817,6.758841012,5.56383537,7.094594476,7.003809075,7.307379581,7.073895225,6.668404541,6.796477965,6.95071338,6.683454351
SGSM2,9.403286118,10.00046409,10.29890219,10.16502064,9.146706339,10.40579023,10.71353679,11.35308235,10.46091602,10.20209608,11.62757362,11.11710669,11.01773964
GCAT,4.834094232,7.029122526,6.164737386,5.826459368,4.737000212,6.806097228,4.826063746,5.882480772,5.357520566,5.241978091,4.837954325,4.870486048,4.7993211
CELSR2,4.022962723,5.828128439,5.932059246,5.744631275,5.139910427,5.45835188,5.674513134,3.741091386,6.233429671,5.645424501,5.511267851,5.783816013,5.778052777
SFI1,5.123463133,5.769605248,6.840281059,6.319796538,5.340511689,4.799029716,6.178039504,6.233530512,5.876900718,6.401429456,7.771660228,8.152700906,7.585336851
C2CD3,6.704625695,6.791114918,6.947827858,6.689564195,6.8449382,7.979858934,8.183196133,7.919863982,7.473786623,8.484080136,8.155486665,8.45724921,8.036064004
ASMTL,8.826148915,10.83769155,11.10507291,11.09133143,10.45413411,10.33908422,10.46707808,10.69584675,10.71123904,10.96107921,10.75840774,10.30949912,9.513049652
ASMTL,5.873950669,7.978176851,7.516911205,8.101474399,7.000372582,7.822664164,7.302164357,7.596119894,7.978441287,7.021284526,7.132383705,6.168545069,5.957655538
RNF19B,5.029250669,6.021395412,4.373883226,5.94766249,4.639397312,4.875102246,4.759779309,4.755904596,4.810467155,3.973553569,4.597533691,4.089623679,4.793486762
CTNS,6.772076464,5.256464737,4.851984441,5.17821879,5.332558642,6.604930064,5.423505529,6.263672437,5.193203514,4.918970884,4.933119849,3.082388016,5.295180125
FAM168A,6.177641571,5.945861146,6.564953365,6.693634919,6.882576811,7.454288157,7.715184598,7.58940477,7.855516518,7.697305548,7.507583688,8.422478446,7.934939738
MAFF,8.15407011,8.381788864,8.863120061,8.153919184,7.112246094,5.901929102,5.95440594,4.174837592,7.38644461,11.04142443,12.34749234,12.75363432,8.466588214
PER1,7.356716093,7.757658455,8.726130832,7.848625723,7.443503957,7.608725397,8.432749005,8.192518282,8.179145887,9.778182509,9.795707898,9.813628873,8.394951556
MIPEP,6.715084239,7.262445552,6.180998318,7.093547491,6.119143587,7.551590523,6.486944234,6.563220223,6.570904728,5.261874616,4.78116899,4.620692441,4.756836242
ANGEL1,7.658266776,7.209090285,6.679121478,7.275213682,6.8113444,6.936378926,7.089411331,7.043784754,7.327876812,6.178215894,6.528592167,5.872213072,6.56675099
MTM1,7.249957586,7.210962551,6.136842816,7.766740684,7.368061993,7.225885523,7.477998531,7.626615209,6.938070369,6.379972168,4.621255732,5.426061105,6.135477402
TSTA3,8.532197223,8.670243958,9.402495843,8.864038342,8.051879321,10.7980135,7.774785366,8.795647742,8.317275103,8.141735452,8.15765628,7.287709978,6.569598598
NBL1,8.03733094,9.708813774,10.15385584,9.284584022,7.138837482,10.21036177,8.728358011,8.04923832,9.077207315,8.836194035,8.827778628,8.313609076,8.272690549
CAPZB,9.150870632,9.924032986,11.03713634,9.899591687,9.430651164,9.794662424,9.803161238,9.527039647,9.931762011,10.25198839,10.59741886,10.72785476,9.766383683
PPP1R15A,5.298683494,4.054418564,6.547726895,4.433474413,5.799673153,4.745185079,4.199552337,4.025515891,4.147652042,5.436674942,5.456750928,5.608768629,4.387057562
NUS1P3,4.684839965,4.506546705,3.049393983,4.156419635,3.00866049,4.881294425,4.467478487,4.651478776,3.969932425,2.6957354,2.685797422,2.685797422,2.70522588
GNLY,5.889137599,9.132965501,9.053407858,4.794767029,2.827673744,2.597050167,9.534450708,4.396034666,2.75181338,2.654417721,2.579150217,2.592409525,2.597050167
